[1.02683117 0.96796572 0.85243991 0.92582834]   [1.83543682 1.94582205 1.86891205 1.76772905]
[3.08719707 2.96740222 3.00115045 3.1194485 ]   [0.52359066 0.46689254 0.36474619 0.38368467]
[1.70924473 1.79490406 1.69717681 1.65008766]   [0.89183123 0.95981026 1.06852574 0.96315878]
[1.63758186 1.67105941 1.58748742 1.52360183]   [0.64942387 0.73451417 0.82143901 0.69971237]
[4.84727656 4.86614173 4.74015748 4.7157775 ]   [5.92335249 6.04094578 6.08488617 5.95599067]
[6.17322835 6.1529406  6.03027847 6.04724409]   [0.01545539 0.12111843 0.11141204 0.00362987]
[2.00374985 1.89189536 1.79973724 1.9592562 ]   [0.82175048 0.87976403 0.76514195 0.71159339]
[5.67053735 5.79274055 5.8187158  5.71024094]   [5.34052549 5.30726092 5.4202121  5.44111032]
[5.33087014 5.3706974  5.460087   5.43409026]   [5.08227982 5.01855706 5.01929878 5.13570363]
[6.75114721 6.70408152 6.61336278 6.65292309]   [5.11717883 5.20506783 5.16477675 5.07059064]
[6.503937   6.37795276 6.33699623 6.46073958]   [5.97023734 5.97755288 5.86485588 5.85071328]
[4.94932795 4.93827838 5.06071692 5.07248637]   [0.37284321 0.25109542 0.24533742 0.36807271]
[1.37361089 1.31342737 1.40291035 1.47455016]   [2.37657302 2.27653695 2.21837923 2.30591479]
[1.56576686 1.58748742 1.70924473 1.65008766]   [0.95933512 0.82143901 0.89183123 0.96315878]
[6.83047239 6.90676622 6.81584321 6.73497333]   [1.61545037 1.69806008 1.78625036 1.69238578]
[1.93259422 2.06057807 2.08464651 1.9592562 ]   [0.59174442 0.57728946 0.68348212 0.71159339]
[1.41926656 1.56576686 1.55482383 1.45087764]   [0.94279595 0.95933512 1.07522165 1.08866509]
[7.85268297 7.85931795 7.7349453  7.72235295]   [1.71503599 1.83701933 1.85585463 1.73106613]
[4.12929771 3.99634007 3.98999082 4.15795233]   [3.00157384 2.96062992 2.83464567 2.85710233]
[4.1590403  4.13607183 3.99446466 4.07718199]   [0.4373325  0.54580977 0.48760446 0.41446246]
[1.13668391 1.25233797 1.29029969 1.14494067]   [0.70340965 0.68761713 0.82650787 0.82603743]
[1.93929591 1.82089903 1.77774071 1.8964825 ]   [1.82677165 1.84776234 1.72033155 1.7007874 ]
[6.92054156 7.01065806 6.91974064 6.84100286]   [5.07134944 5.18416485 5.25290957 5.18016058]
[6.73497333 6.67305791 6.74973858 6.83047239]   [1.69238578 1.60654469 1.53538357 1.61545037]
[7.92484406 8.05633576 8.11118757 7.98882801]   [0.13007606 0.06299213 0.18897638 0.24032059]
[6.99523988 6.92354211 6.84131704 6.9084573 ]   [1.96156539 2.01506556 1.97790505 1.87204306]
[1.15609525 1.14494067 1.29029969 1.24595978]   [0.93331043 0.82603743 0.82650787 0.93169102]
[1.14494067 1.15609525 1.03742549 1.02450935]   [0.82603743 0.93331043 0.95192588 0.83194178]
[4.41837517 4.27470705 4.27885201 4.39042222]   [0.46409167 0.45378029 0.33692136 0.33130862]
[2.31151607 2.29710074 2.45049375 2.39743809]   [0.54572143 0.43533611 0.4458875  0.54381109]
[1.79973724 1.89189536 1.79490406 1.70924473]   [0.76514195 0.87976403 0.95981026 0.89183123]
[5.41747157 5.4806145  5.58527813 5.52076955]   [4.09622227 3.99217725 4.06797776 4.15464801]
[5.5920697  5.77898743 5.79274055 5.67053735]   [5.18752491 5.17351074 5.30726092 5.34052549]
[6.82734545 6.91034399 6.83047239 6.74973858]   [1.4514359  1.53124254 1.61545037 1.53538357]
[1.28213654 1.24595978 1.29029969 1.41926656]   [1.01101561 0.93169102 0.82650787 0.94279595]
[1.32966218 1.28213654 1.41926656 1.45087764]   [1.14941114 1.01101561 0.94279595 1.08866509]
[4.13607183 4.1590403  4.27470705 4.26056273]   [0.54580977 0.4373325  0.45378029 0.57023562]
[7.8257776  7.82930405 7.6940603  7.68486078]   [4.46863381 4.59905042 4.60586736 4.47507396]
[4.13820194 4.01578646 4.04782367 4.17007923]   [5.39345346 5.37219088 5.24687496 5.26690547]
[7.88606798 7.88141057 7.75495578 7.7662659 ]   [3.44807239 3.57292934 3.55383745 3.43059419]
[1.32966218 1.19578081 1.17526056 1.28213654]   [1.14941114 1.15343171 1.04547188 1.01101561]
[2.09407848 2.20373408 2.28955089 2.1302902 ]   [0.21103295 0.1804423  0.28476062 0.328841  ]
[7.84519067 7.97016879 8.0006346  7.82941591]   [4.84953387 4.8503937  4.97637795 4.99859794]
[6.56160771 6.40198795 6.41572423 6.55270204]   [3.45037265 3.40161379 3.2786424  3.27717151]
[4.79860779 4.79976405 4.6720714  4.6586696 ]   [4.45517635 4.60921233 4.61677565 4.49422908]
[4.0955929  3.99236615 4.02956285 4.11369603]   [0.90522002 0.85140586 0.77571501 0.79004151]
[3.99922105 4.02936024 4.16228717 4.12352435]   [4.97637795 4.8503937  4.8445587  4.99519746]
[5.09828965 5.113972   5.2360602  5.22191893]   [4.40505747 4.28238562 4.29512075 4.42187383]
[7.10633791 7.04840851 7.14825654 7.2240212 ]   [5.11248971 5.01297677 4.94118022 5.05256516]
[5.98720336 6.0643089  6.09576642 5.9908361 ]   [2.34198184 2.3513297  2.42134352 2.44796447]
[5.9908361  6.09576642 6.13730343 6.02235638]   [2.44796447 2.42134352 2.52123657 2.56222014]
[6.02235638 6.13730343 6.21710502 6.05855056]   [2.56222014 2.52123657 2.64709297 2.69548798]
[4.97966943 5.00014324 5.113972   5.09828965]   [4.38329509 4.27136999 4.28238562 4.40505747]
[6.10407178 6.23677005 6.25802714 6.13971895]   [2.82624265 2.80237738 2.9290753  2.95402016]
[6.05855056 6.21710502 6.23677005 6.10407178]   [2.69548798 2.64709297 2.80237738 2.82624265]
[2.28955089 2.44642929 2.45049375 2.29710074]   [0.28476062 0.30693282 0.4458875  0.43533611]
[6.13971895 6.25802714 6.28217818 6.17368365]   [2.95402016 2.9290753  3.04481524 3.0636171 ]
[4.79860779 4.93999611 4.91610423 4.79976405]   [4.45517635 4.49628897 4.61371513 4.60921233]
[4.87594258 4.92109738 5.00014324 4.97966943]   [4.33070715 4.26895637 4.27136999 4.38329509]
[4.79976405 4.80684896 4.68130395 4.6720714 ]   [4.60921233 4.72456995 4.76760957 4.61677565]
[0.8896735  0.78282696 0.70891696 0.87653424]   [0.71979826 0.74814009 0.60521354 0.5925676 ]
[4.06187469 4.16395855 4.1590403  4.07718199]   [0.33616426 0.33302075 0.4373325  0.41446246]
[1.42361142 1.52360183 1.58748742 1.46818627]   [0.75347249 0.69971237 0.82143901 0.83552964]
[7.03784522 7.10930397 6.99655689 6.92601872]   [2.25605857 2.36391013 2.44100691 2.33197131]
[7.71412797 7.86003192 7.83601312 7.68527489]   [3.98924287 4.05912957 4.18944978 4.15313208]
[7.95933573 7.8271088  7.81725825 7.95578291]   [1.4488189  1.46287559 1.3262226  1.32283465]
[6.80057922 6.80314961 6.92913385 6.95835393]   [0.20313614 0.0362097  0.01008452 0.15468593]
[5.71338168 5.60060804 5.61769033 5.73886378]   [1.92505631 1.89344548 1.78641241 1.80672894]
[7.05642642 6.99655689 7.10930397 7.18631951]   [2.55431107 2.44100691 2.36391013 2.48822962]
[5.26158329 5.29989619 5.41747157 5.37852276]   [4.17097398 4.05665913 4.09622227 4.20873407]
[6.17368365 6.28217818 6.29772937 6.19437104]   [3.0636171  3.04481524 3.15667684 3.16586287]
[3.14240353 3.01391222 3.01979413 3.14857688]   [0.26220946 0.25360884 0.12764233 0.12979354]
[5.3519914  5.2360602  5.26158329 5.37852276]   [4.31896403 4.29512075 4.17097398 4.20873407]
[6.55270204 6.68788059 6.71801589 6.56160771]   [3.27717151 3.27015523 3.40241909 3.45037265]
[5.37526736 5.3065326  5.19978897 5.26795451]   [5.23552989 5.33479713 5.28119704 5.17736802]
[0.16563956 0.05865835 0.03054989 0.15155995]   [1.25576308 1.25984252 1.13385827 1.13160451]
[6.56160771 6.71801589 6.74183045 6.64458034]   [3.45037265 3.40241909 3.53446292 3.55113542]
[5.55352604 5.6806678  5.66191191 5.53424698]   [1.3925873  1.41667341 1.54230635 1.52095008]
[6.99655689 7.05642642 6.95197428 6.86208756]   [2.44100691 2.55431107 2.62438665 2.51662481]
[4.16390042 4.27559556 4.27885201 4.16395855]   [0.22415516 0.22405047 0.33692136 0.33302075]
[1.63724462 1.71053302 1.61211501 1.57930256]   [2.46778861 2.53948201 2.60439164 2.52413572]
[1.63724462 1.57930256 1.46828449 1.55505776]   [2.46778861 2.52413572 2.50252178 2.38422545]
[5.3519914  5.34047996 5.22191893 5.2360602 ]   [4.31896403 4.42267387 4.42187383 4.29512075]
[7.10930397 7.03784522 7.14485976 7.23102343]   [2.36391013 2.25605857 2.16821635 2.28556521]
[6.72970751 6.83360652 6.86482903 6.76969483]   [3.92773041 3.89779275 4.00154005 4.0274026 ]
[3.99446466 3.83156084 3.82209432 3.94594674]   [0.48760446 0.48872762 0.36185819 0.34874433]
[3.99446466 3.94594674 4.06187469 4.07718199]   [0.48760446 0.34874433 0.33616426 0.41446246]
[1.41926656 1.29029969 1.42361142 1.46818627]   [0.94279595 0.82650787 0.75347249 0.83552964]
