[197 284 151  -1]
[460 983 809 569]
[920 886 883 875]
[1730  563  463  405]
[ 366 1361 1481 1286]
[ 402 1155  534  457]
[ 992 1060 1220  768]
[1077 1104 1252  363]
[541 478 990 619]
[ 362  291 2311 1480]
[1450 1763  372 1619]
[1113 1173  920 1030]
[630 569 809 607]
[1614 1629  517 2270]
[1069 1099 1078  411]
[ 434  488 1181  527]
[1606 1902 1297 1277]
[ 184   -1 1223 1816]
[1230  444  429  223]
[ 693 1064 1814  571]
[ 408  948 1596 1343]
[ 440 1233 1111 1106]
[ 404  476  484 1126]
[ 243  173 1175   58]
[491 501 442 586]
[2182  367  264  309]
[ 570 1185  474 1033]
[990 478 374 426]
[ 299 1616 1556 2119]
[593 412 977 665]
[1021 1383  732 1110]
[2267  492  563 1730]
[1192 1339 1214 1308]
[ 239 1506  313 1351]
[1012 1148 1156 1107]
[513 512 505 465]
[678 766 817 638]
[554 461 253 483]
[ 714 2151 1202  484]
[1511 1356  466  447]
[1031 1004  395  503]
[ 345  418 1482  785]
[ 497 1098  704 1839]
[ 520  329 1414 1214]
[178 167 613 476]
[ 554  477 1126  461]
[2237  740  588 1668]
[427 548 699 617]
[795 539 695 577]
[ 507  454  938 1195]
[316 372 438 125]
[1204  565  632 1226]
[1002  664  463 1102]
[2195 1108 1057  470]
[ 626 1174  550 1315]
[2164  670  528  552]
[514 546 499 931]
[525 501 759 579]
[ 718 1063  481 2094]
[969 978 532 850]
[495 540 757 256]
[1091  963 1208 1080]
[664 496 405 463]
[929 616 639 522]
[ 72 504 579 479]
[ 503   72 2092  525]
[ 801 1033  474  631]
[1611 1988   47  282]
[ 488  917 1152 1181]
[ 427  617 1073 2129]
[ 825 1203 1184 1139]
[1032  648  616  929]
[1005 1093  673  642]
[ 631  474  437 1199]
[ 474 1069  411  437]
[308 820 519 495]
[ 899 1062 1761 1322]
[  41 2115  698  543]
[ 452 1218  995  893]
[ 661  537 1071  820]
[1584  546  514 1702]
[ 325 1314  482  386]
[522 577 987 526]
[502 654 521 716]
[ 637 1054 1168 1114]
[ 413  574  236 1164]
[ 496  504 2216  405]
[699 548 716 521]
[1164  236  454  237]
[601 628 494 674]
[774 601 733 615]
[ 427  105 1943  548]
[1178  569  630  737]
[770 663 850 498]
[1005  607  809 1093]
[ 444  394 1240  429]
[873 895 890 889]
[1801   -1  141 1854]
[ 518  661  538 1020]
[306 683 537 246]
[558 487 766 734]
[748 499 546 660]
[ 704 1393 1511  447]
[ 626 1315 1347  961]
[ 516  698  670 2164]
[ 566  587 1070  760]
[1487 1504 1888  391]
[519 595 540 495]
[ 840  872  794 1510]
[486 530 581 526]
[ 559 2026 1701 1083]
[ 493 1172  623 1305]
[ 553  587  566 2298]
[ 590 1921  494  628]
[1958  806  587  551]
[613 714 484 476]
[ 979  961 1347 1329]
[406 774 782 414]
[577 695 572 832]
[539 707 747 695]
[ 562 1183  549  685]
[908 663 770 858]
[1016  676 1114  570]
[883 886 559 700]
[ 586  442  470 1057]
[ 630 1260  748  737]
[663 908 627 490]
[ 551  544 2199 1759]
[603 233 582 594]
[1312  573  706  289]
[ 440  451  531 1233]
[1097  561 1185  465]
[1171  679  458  430]
[557 763 646 736]
[739 568 275 305]
[1303 1160  524  413]
[ 590  790 1853 1997]
[ 771   -1 1893 2125]
[654 487 557 521]
[1147  737  748  660]
[ 496 1085 1031  503]
[ 756  773 1326  711]
[ 926  716  548 1943]
[697 662 567 232]
[591 715 653 724]
[ 900  672  803 1012]
[602 327 204 892]
[ 563 1150 1102  463]
[ 551  553 1035  544]
[ 806 1958 1668  485]
[816 634 860 917]
[2219  552  790  575]
[622 691 583 603]
[797 596 914 876]
[634 816 598 468]
[567 662 696 622]
[1584  677  660  546]
[202 602 888 592]
[965 604 608 975]
[423 412 593 891]
[761  91 618  -1]
[ 644  627  647 1620]
[ 529 1237  628  528]
[193 585 923 596]
[567 591 724 230]
[724 653 597 228]
[373 650 629 277]
[998 643 791 620]
[ 533 1005  979  451]
[597 653 657 307]
[353 775 845 377]
[1016 1137 1936 1225]
[697 620 730 662]
[ 815  726  709 1234]
[ 554  483  211 1636]
[792 671 373 222]
[529 733 971 784]
[ 510 1015  847  502]
[ 486 1034 1121  508]
[ 599  625 1332   -1]
[2213   66  704  447]
[755 611 624 606]
[992 768 749 834]
[594 690 691 591]
[ 550 1101 1011 1441]
[998 620 697 249]
[1912 2084  618   91]
[ 542  642 1174  493]
[947 600 632 565]
[ 528  601 1381  552]
[746 788 643 605]
[979 564 531 451]
[ 512 1280 1268  505]
[420 490 627 644]
[ 269 1551 1590  310]
[593 665 936 589]
[1477  641 1211 1227]
[ 421  841 1529  735]
[ 676 1484 1143  523]
[834 749 727 475]
[502 847 817 654]
[ 932  941  740 2237]
[ 242  257 1135  635]
[511 673 626 961]
[606 998 277 629]
[1389  632  600 1299]
[1685  314 1210  161]
[736 572 669 665]
[ 600  947  909 1541]
[ 693  798 1015  510]
[707 666 742 772]
[658 811 746 605]
[ 338 1037 1056  301]
[1115  996 1229  851]
[608 604 583 659]
[577 522 639 795]
[1012  803  750  728]
[  46  384 1673   12]
[997 701 608 659]
[671 915 650 373]
[ 896 1051  657  653]
[595 882 578 540]
[308 246 537 518]
[708 594 582 611]
[ 565 1204  532  560]
[501 491 983 759]
[ 646 1049  634  468]
[734 680 756 649]
[1565  881  691  690]
[ 924 1177 1235   -1]
[ 907 1049  646  763]
[ 543 1003  674  494]
[735 943 658 614]
[743 856 584 900]
[1142 1291  642  511]
[ 670 1166  733  528]
[ 306  246  957 1029]
[ 637  561  898 1488]
[1718 1387  882  595]
[680 702 475 727]
[1128  798  693  571]
[702 678 781 666]
[1537 1540 1424 1040]
[ 918  818  743 1130]
[1020  538  701  997]
[ 289  706 1050  694]
[ 849  700  559 1083]
[ 799 1400 1510  794]
[1493 1532  696  705]
[742 744 807 772]
[1750  767 1737  731]
[ 667  622  696 1532]
[591 622 667 715]
[1441 1011  732 1330]
[ 458  679  648 1032]
[ 257  684 1096 1156]
[763 557 487 558]
[594 708 687 690]
[582 235 624 611]
[ 543  516 1895 1003]
[ 486  526  987 1034]
[562 685 859 913]
[307 657 683 306]
[678 680 734 766]
[1141  422  324  433]
[ 541  619 2045  481]
[1463  687  708  712]
[ 568  739 1041  684]
[741 558 734 649]
[662 730 705 696]
[ 612  940 1027 1232]
[1292 1038  991 1001]
[1261  744  742  580]
[ 730  808 1420  705]
[1817 1822  821  952]
[ 477  554 1636 1644]
[583 691 881 896]
[526 581 929 522]
[ 334  319 1426 1497]
[2199  760 1063  497]
[1157 1239  728  805]
[ 829 1087 2239  368]
[769 353 377 288]
[1595  729 1544 1528]
[827 772 807 812]
[604 229 603 583]
[210 332 836 776]
[902 953 940 612]
[638 830 754 678]
[719 783 655 750]
[1400  799  894  722]
[611 755 712 708]
[ 689 1692 1508 1842]
[ 469 1251  692 1078]
[ 674 1131  615  529]
[702 666 707 539]
[831 671 792 636]
[977 832 572 646]
[ 578 1216  531  564]
[ 854 1359 1383 1021]
[573 414 869 706]
[640 912 806 485]
[707 772 827 747]
[756 711 688 649]
[ 672 1018  682  833]
[ 688  711 1104 1077]
[ 862  967 1119  935]
[650 793 788 629]
[558 741 907 763]
[578 564 757 540]
[621 813 830 638]
[863 805 728 655]
[807 848 377 812]
[ 268 1037  338 1459]
[  78   -1   42 2203]
[ 727 1447  773  781]
[620 791 808 730]
[742 666 781 580]
[1205  499  748 1260]
[1842 1508  944  821]
[ 496  664 1106 1085]
[ 544 1070 1059  718]
[599  -1 771 905]
[1624  858  945  944]
[695 747 669 572]
[ 823  800  363 1252]
[ 838 1613 1588  942]
[475 702 539 795]
[1739  689 2262 2188]
[621 445 825 813]
[721 954 867 332]
[532 978 952 560]
[ 576 1835  761   -1]
[688 723 741 649]
[1418  580  781  754]
[ 529  784  556 1237]
[210 248 864 609]
[835 787 272 725]
[414 782 968 869]
[1176  787 1583 1241]
[1322 1306 1165 1158]
[ 791  823 1252  808]
[754 773 756 680]
[556 784 981 777]
[1239 1148 1012  728]
[910 782 774 615]
[1437  480 1547 1491]
[1307 1230  366 1286]
[ 776  835  778 1105]
[629 746 823 791]
[1371  966  355 1538]
[ 575  590 1381 1417]
[606 788 780 755]
[255 365 735 614]
[823 746 811 800]
[ 547  824 1047  686]
[487 654 817 766]
[985 911 800 811]
[592 854 268 202]
[1129 1060  648  679]
[ 686 1047  877  729]
[796 916 764 793]
[ 505 1268 1612 1117]
[1061  204 1014  346]
[584 856 962 655]
[1415  906  964 2183]
[719 750 865 837]
[ 588  740 1008  553]
[ 751  723  688 1077]
[1335  712  755  780]
[ 440 1002  533  451]
[ 942 1588 1385 1007]
[915 796 793 650]
[751 377 845 723]
[880 819 749 768]
[ 346 1014 1059  375]
[ 902  612 1201  889]
[ 589 1144  891  593]
[639 834 475 795]
[879 960 833 682]
[ 982 1495  830  813]
[ 518 1687 1702  514]
[ 713 1832  758  945]
[ 305  884 1401  406]
[764 780 788 793]
[ 839 1026  794  872]
[ 509  880  768 1220]
[ 392 1465 1462 1296]
[845 970 741 723]
[ 846 1579  844  842]
[ 891 1072  720  423]
[ 749  819 1447  727]
[ 735 1529 1531  943]
[1017  987  557  736]
[818 956 856 743]
[638 817 847 621]
[ 787  776  836 1466]
[835 725 842 844]
[805 865 890 895]
[ 765 1246 1176 1241]
[824 853 946 937]
[1501  852  872  547]
[1378 1522 1518  636]
[836 332 867 828]
[1130 1123  980  925]
[1466  836  828 1649]
[868 827 812 609]
[ 828  867  855 1460]
[616 992 834 639]
[ 751 1077  363  288]
[1163 1209  859  685]
[1146  973  498  532]
[ 652 1009  882 1387]
[853 840 857 913]
[872 852 885 839]
[ 738 1090  797  876]
[1100 1151  846  870]
[833 955 803 672]
[1501  875  883  852]
[ 952  762 1133  560]
[ 849 1161  885  700]
[ 589  936 1112 1152]
[ 935  951 1309  862]
[ 745  861 1391 1419]
[962 950 865 750]
[ 775  887 1058  868]
[863 959 837 805]
[  42   -1 1471   13]
[842 769 870 846]
[ 864 1058  970  845]
[897 980 739 777]
[1040  855  867  954]
[ 911  985 1537 1040]
[547 840 853 824]
[1201 1191  895  535]
[1552 1010 1086 1116]
[ 857 1382  949  441]
[ 592  914 1359  854]
[1010 1552  894  799]
[ 410  336 1870  339]
[ 818  918  274 1289]
[1139  982  813  825]
[1580 1609  715  667]
[1147  660  677  851]
[562 913 857 441]
[1415  822  283  906]
[859 946 853 913]
[ 562  441 1173 1183]
[ 248  984 1134  864]
[ 914  596  923 1327]
[ 535 1006  933  815]
[ 535  837  930 1006]
[ 816 1149  829  598]
[1061  901 1278  585]
[1770 1773 2270  517]
[ 877 1435 1544  729]
[ 535  873 1157  837]
[ 715 1609 1051  659]
[980 869 968 925]
[ 676 1016 1225 1364]
[ 515 1158 1231 1094]
[1107 1018  672  584]
[1162 1275  892 1338]
[ 815  933 1029  726]
[ 380 1281 1196 1863]
[1452  927  912 1055]
[ 761 1835 2281   91]
[ 884  283 1028  804]
[669 747 970 928]
[ 560 1133  947  565]
[ 647 1127 1365 1348]
[1483  939  981  784]
[871 954 916 796]
[ 941  904 1008  740]
[885 852 883 700]
[ 888 1357  876  592]
[811 658 943 985]
[363 800 911 288]
[ 507 1195 1144  589]
[ 682  925 1025  879]
[ 127 1202 2022 1932]
[441 949 989 450]
[ 155 1374  160 2028]
[ 317  989  949 1378]
[1278 1311  888  602]
[668  -1 245 101]
[ 843  897 1066  918]
[2126 1032  929  581]
[1053  904  247  262]
[1075 1049  907  970]
[502 716 926 510]
[890 959 228 965]
[ 256 1259  308  495]
[1944  964  941  640]
[994 902 889 975]
[1139 1081 1586 1564]
[1067  937  861  745]
[ 634 1049 1075  860]
[ 951  935 1026  839]
[ 419 1256 1195  488]
[1044  910 1353  255]
[ 726  991 1038  709]
[ 640  932 1055  912]
[ 810 1074 1246  765]
[831 974 915 671]
[ 762  945  758 1631]
[944 762 952 821]
[ 839  885 1161  951]
[ 627  908 1127  647]
[ 459 1092 1988 1611]
[875 263 922 920]
[863 962 230 959]
[ 937  946 1249  861]
[945 858 770 713]
[ 957  991  726 1029]
[288 911 870 769]
[956 233 962 856]
[955 833 960 232]
[1346  972  953  675]
[1259  256 1473 1001]
[229 930 865 950]
[1289  235  956  818]
[ 542  555 1005  642]
[803 955 950 863]
[1043  500 1184 1203]
[ 804 1028  932 1927]
[ 597 1006  930  228]
[1863 1196  789  385]
[1419  973 1146  745]
[ 981 1066  897  777]
[1667 1024  498  973]
[827 868 928 907]
[ 615 1030 1354 1483]
[ 957 1259 1001  991]
[ 969  850  967 1774]
[ 985  943 1531 1537]
[ 307  933 1006  597]
[159 435 417 341]
[1017  736  468 1022]
[1024 1817  770  498]
[ 630  607  555 1260]
[ 869  897  843 1041]
[ 910 1044  968  782]
[ 819  880 1564 1539]
[1002  440 1106  664]
[ 226 1169  887  251]
[974 871 796 915]
[ 379  271 1289  274]
[ 699  521  832 1017]
[ 360 1046  993   -1]
[ 920  922 1354 1030]
[ 466 1660 2213  447]
[953 972 710 940]
[ 621  847 1015  445]
[ 244   -1  988 1159]
[ 306 1029  933  307]
[1238 1758 1770  517]
[ 652 1115 1758 1238]
[ 657 1641 1658  683]
[624 271 643 606]
[ 267   -1 2077 2319]
[2107 1125 1023   14]
[ 972  958 1408  710]
[1093  809  983  491]
[1197 1166  670  698]
[ 479 1031 1406 1410]
[511 961 607 533]
[890 965 975 889]
[1262 1167 1074  810]
[ 806  912 1053 1035]
[1229 1456 1147  851]
[ 877 1047 1079  874]
[ 623  411 1078  692]
[655 783 473 584]
[1813 1048   -1  189]
[ 802 1036 1089  814]
[ 648 1060  992  616]
[ 610  898  561 1097]
[ 977 1034  987  832]
[1084 1130  743  900]
[1042   -1  267  364]
[ 683 1658 1071  537]
[ 469 1082 1090  738]
[ 412 1121 1034  977]
[1711   95 1000  430]
[1804 1727  978  969]
[ 918 1066  252  274]
[ 937 1067 1047  824]
[ 709 1038 1405 1250]
[ 906  275 1055  964]
[953 902 994 675]
[ 989  971 1131  450]
[ 579 1111 1004  479]
[ 510  926 1064  693]
[ 505 1117 1097  465]
[ 699 1017 1022  617]
[1008 1053 1070  587]
[ 327 1498 1014  204]
[1082  651  752 1090]
[1439 1027  940  710]
[1043 1203 1088 1254]
[ 871  681 1100  870]
[ 980 1123 1050  706]
[1432   -1 1019 1397]
[ 963 1039 1279 1208]
[ 939  252 1066  981]
[  76   -1 2137 1920]
[  45 1159  988  196]
[ 794 1026 1010  799]
[  -1 1013 2209  175]
[669 928 936 665]
[1096  684 1041 1084]
[ 659  896 1625 1641]
[1385 1118 1304 1262]
[ 927  375 1035 1008]
[1143 1056 1099  523]
[1028 1312  904  941]
[1054 1143  651 1082]
[ 492 1265 1150  563]
[ 868  864 1134 1075]
[ 814 1089 1063  760]
[1088  445 1015  798]
[ 204  802 1338  892]
[ 515 1094 1574 1563]
[ 497  718 1059 1098]
[2253  458 1032 2126]
[ 404 1126 1344  418]
[1044 1025  925  968]
[ 935 1119 1079 1026]
[ -1 115 111  80]
[ 453  513 1185 1168]
[ 760  544 1035  375]
[ 518 1020 1671 1687]
[1087  829 1149 2067]
[ 508 1121 1221 2035]
[1213  942 1007  413]
[ 936  928 1058 1112]
[2172  115   -1 1645]
[446 848 807 744]
[1011  453 1110  732]
[1067 1200 1086 1010]
[1324 1637 1621  500]
[ 934 1139 1184 1603]
[1037 1021 1110 1056]
[ 549 2136 1163  685]
[1107 1050 1123 1018]
[ 759 1106 1111  579]
[1079 1226 1116  874]
[1615  720 1072 1883]
[1039 1220 1060 1129]
[1098 1059 1014 1498]
[ 268  854 1021 1037]
[1603 1184  500 1621]
[2081  948  408  388]
[1002 1102  511  533]
[ 899 1231  436 1062]
[2067 1149 1193 1294]
[1050 1107 1156  694]
[ 570 1033 1137 1016]
[1089 1393  481 1063]
[1168 1054 1110  453]
[1040 1424  337  855]
[ 623 1172  437  411]
[ 586 1142 1093  491]
[ 399 1219  401 1394]
[ 744 1261 1335  446]
[ 272  787 1176  251]
[ 983  460 1085  759]
[ 473 1096 1084  900]
[2190 1273 1265  492]
[2035 1221 2023 1955]
[1078 1099 1082  469]
[1406 1031 1085  460]
[1134 1154  860 1075]
[1173  450 1131 1189]
[ 523 1168 1185  561]
[1453 1514  996  652]
[ 874 1086  420 1562]
[1137 1033  801 2163]
[1421  187 1212 1052]
[ 745 1146 1200 1067]
[ 160 1243 1316  407]
[ 617 1022 1217 1073]
[1499 1489 1236  428]
[ 843 1130 1084 1041]
[1549 1593 1462 1548]
[ 430 1000 1245 1171]
[ 461  484 1202 1065]
[ 947 1133 1132  909]
[ 679 1171 1342 1129]
